sample	acc	study	study_title	contact_name	contact_email	country	site	collection_date	sample_prep	bases	bases_mapped	bases_duplicated	avg_read_length	mean_base_quality	bases_of_1X_coverage	bases_of_5X_coverage	bases_of_10X_coverage	bases_of_50X_coverage	mean_coverage	mean_fragment_size	sd_fragment_size	%callable
PF0132-C	ERS013078	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4662197809	4510803757	255092014	75	26	23319493	23293174	23259375	22941906	192.31	338.3	50.3	90.94
PF0133-C	ERS013079	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2777710622	2704426026	337925397	75	25.6	23275596	23183228	23088409	22218115	115.4	316.1	44.3	90.03
PF0134-C	ERS013080	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3792406304	3651912704	513817488	75	23.2	22058430	19399764	17706152	13304906	143.51	363.3	120.8	73.56
PF0135-C	ERS013097	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2296199412	2240838352	401839895	75	25.4	23298021	23175196	22920080	18320058	95.64	332.7	58.4	90.11
PF0136-C	ERS013081	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3848177051	3696904675	213297068	75	26.1	23140199	23063468	23007646	22529620	158.9	326.7	46.5	89.96
PF0137-C	ERS013098	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1848299116	1674717624	188827716	75	25.1	23175605	22936465	22501998	15767321	71.96	331.2	66.7	89.31
PF0138-C	ERS164647	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			709737556	596298556	27322381	99	25	23258734	22581875	20958647	451417	25.56	238.6	73.4	87.59
PF0140-C	ERS013099	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1128872497	1034555965	140656743	75	25.2	23253390	22853211	21935381	9450097	44.27	324.7	69.6	88.82
PF0141-C	ERS013100	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4460118369	4348651449	335218376	75	25.1	23275802	23122606	22765388	18916760	177.7	316.3	43.7	90.06
PF0142-C	ERS011026	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2012452050	1970100594	493593098	73	25.5	23183875	22946478	22420431	15055568	84.44	607.7	1625.8	86.86
PF0143-C	ERS013101	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3220158439	3113291191	313090393	75	25.2	23239297	22963373	22565912	17971950	132.29	340.8	46.7	89.23
PF0144-C	ERS154486	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			909618246	767695646	29825373	99	24.9	22346366	19675711	17231781	6530302	34.14	250	69.7	75.36
PF0145-C	ERS013082	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			700758883	654399643	51495824	75	25.5	23096368	22858711	22257055	803923	28.29	269.3	33.4	89.45
PF0146-C	ERS154487	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			488279638	419603538	15802025	99	24.6	21884087	17710038	14386166	493568	19.15	257.6	75.2	67.62
PF0147-C	ERS154488	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			52331891	175991	21058	99	23.4	163655	769	221	0	1.08	258.9	82.7	0
PF0148-C	ERS011027	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			5013310801	4763603833	522215461	75	24.9	23189283	23100380	22995879	20916089	201.26	690.1	1631.4	87.98
PF0149-C	ERS154489	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			331194119	258905019	11514243	99	24.4	21624765	16057635	11613584	164944	11.94	266	75.8	61.09
PF0150-C	ERS154490	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1459262806	1403518306	62612573	99	24.5	23126598	21752218	19871881	11886721	60.19	265.6	77.4	84.03
PF0151-C	ERS157478	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4930983839	4862227339	234982179	99	25.4	23203472	23120247	23025368	21353012	205.49	244.4	87	90.29
PF0152-C	ERS154524	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			5439890339	5324143039	276489091	99	24.7	23129675	22599231	21899373	17778720	214.2	272.1	82.5	87.76
PF0153-C	ERS154491	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2753310634	2708414334	106258611	99	25.4	23110825	22242387	21226481	15701586	116.17	262.7	73.3	86.38
PF0154-C	ERS154518	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1531138413	1504010813	55603344	99	25.2	22562219	20643140	18911220	12285595	66.18	268.7	79.3	79.7
PF0155-C	ERS157452	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4851737429	4763266529	253053064	99	25.3	23323254	23308190	23280458	22059775	202.39	234.8	76.8	91.31
PF0156-C	ERS154504	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1706643835	1657201435	62462646	99	25.3	22815726	21448584	19950508	13019244	71.87	268.7	73.3	83.17
PF0157-C	ERS154492	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2663001600	2613938600	110656973	99	24.9	22937656	21933185	20895628	15391833	112.36	271	82.8	85.18
PF0158-C	ERS154493	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2317690930	2285574730	83606470	99	25.5	22791649	21628575	20490959	14794156	99.35	266.9	77.9	83.97
PF0159-C	ERS154494	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2281789183	2220247283	91514749	99	24.8	22567317	21030685	19716394	14161616	96.83	273.3	77.7	81.3
PF0160-C	ERS154505	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2161882697	2124590697	82273607	99	25.3	22936464	21711884	20468722	14439739	91.84	259.7	69.4	84.16
PF0161-C	ERS154495	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2964785475	2894249675	123815351	99	25	22785881	21529105	20375532	15156038	124.95	272.7	76.5	83.31
PF0162-C	ERS154458	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			961728877	908916177	32539497	99	25.4	22547092	20633501	18723245	8962710	40.14	271.4	80.4	79.85
PF0163-C	ERS154506	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			361013646	288728746	10928594	99	24.9	20577382	15415013	11976420	181684	14	272.5	75	59.15
PF0164-C	ERS154496	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2116071736	2017557436	90443862	99	24.6	22359005	20608861	19147558	13444099	88.99	265	76.7	79.49
PF0166-C	ERS154507	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			155261087	50217887	3758952	99	24	15535335	3326663	238862	8002	3.18	261.8	77.1	11.22
PF0167-C	ERS157457	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3015779583	2960362183	169731386	99	25.2	23274668	23151559	22945421	19600039	126.13	233	79.8	90.57
PF0168-C	ERS157456	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4143769367	4059828767	215410448	99	25	23290843	23178742	23002812	20766485	171.54	236.4	80.1	90.58
PF0169-C	ERS157466	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2448444652	2403730352	110996859	99	25.3	23306207	23236847	23113463	19495368	102.49	234.5	78.2	90.94
PF0170-C	ERS154459	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3350856542	3286615742	146683463	99	24.8	22710754	21432324	20334919	15529687	141.42	269.4	77	82.9
PF0172-C	ERS022948	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3165145677	3109104852	119828714	74	25.3	23250528	23136444	23075249	22555697	133.23	283.6	81.7	90.09
PF0175-C	ERS022949	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1186399308	1074414483	66937824	74	22.2	23176672	23043849	22852936	4223052	44.79	394	836.2	89.34
PF0176-C	ERS017387	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4729017207	3570118363	402911517	75	24.4	22995018	21823255	20648042	16047035	149.16	305	41.6	84.25
PF0177-C	ERS032206	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			253480610	218607485	6356957	74	25.7	22729858	18184630	10981268	7447	9.62	275.2	71.3	70.04
PF0178-C	ERS022744	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1488233896	1442174746	49781446	74	25.4	23162247	22996791	22776238	16727892	62.23	253.8	80.1	89.6
PF0180-C	ERS017388	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4724041788	4631818296	855311135	75	25.5	23156910	23082804	23005542	21841663	196.64	323.1	45.2	89.9
PF0181-C	ERS032064	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			44962231	37877206	1200285	74	25.5	17677426	950131	26949	286	2.14	275.5	80	2.85
PF0184-C	ERS022745	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			7149737315	6513342065	490579617	74	24.3	23250539	23147157	23100966	22732523	262.59	406.3	891.3	88.82
PF0185-C	ERS022746	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			7299474886	7097069311	384538154	74	25.5	23200850	23137316	23097949	22890531	299.05	265.8	45.3	89.87
PF0186-C	ERS022950	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1794102637	1754047687	74685771	74	25.7	23241112	23112547	22978521	20404650	75.44	304.7	76.8	90.31
PF0188-C	ERS022747	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			5056100178	4788793728	243263057	74	25.8	23188165	23118805	23070321	22750558	204.02	264.5	38.1	90.07
PF0189-C	ERS022951	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2443281383	2374918658	89186048	74	25.7	23293913	23250268	23201898	22109523	101.9	302.6	81.1	90.78
PF0190-C	ERS017384	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4757390205	4648449525	248903263	75	25.9	23208462	23142215	23089862	22547792	198.57	350	41.4	90.32
PF0191-C	ERS017389	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2909261565	2748634045	309468102	75	24.7	23272165	23170619	22943937	18021054	116.47	313.3	52.6	90.06
PF0192-C	ERS022748	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			5158887560	4954064660	307739352	74	25.2	23257475	23209569	23174133	22917007	209.34	291.4	45.7	90.22
PF0193-C	ERS032197	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			492673545	458884770	14389917	74	25.8	23028301	21865448	19109126	227339	19.93	284	80.5	85.19
PF0195-C	ERS022952	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2853889348	2788715998	109247290	74	25.1	23255158	23198714	23147712	22239552	119.18	298.1	80.6	90.55
PF0196-C	ERS022953	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2825162876	2756920376	106265279	74	25.1	23299826	23249194	23181981	22049460	117.73	305	81.2	90.67
PF0197-C	ERS022749	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			10989251423	10396464098	638059743	74	24.8	23217778	23163551	23137931	23009923	420.4	259.8	49.3	90.04
PF0198-C	ERS022954	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2028337585	1995059635	82143038	74	25.5	23302070	23225410	23139288	20579294	85.49	302.5	78.2	90.71
PF0199-C	ERS032203	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			374593978	329942353	10375183	74	25.4	23120758	21094965	16445295	65104	14.27	291	86.3	81.47
PF0202-C	ERS017385	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			4549987772	4436052904	435637412	75	26.3	23272009	23217834	23162140	22687465	190.22	322.4	45.6	90.44
PF0203-C	ERS032194	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			283624488	251008263	7563632	74	25.7	22780412	19326569	12934550	36584	11.02	275.7	76.5	74.93
PF0204-C	ERS022750	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1535801687	1512862487	50789687	74	25.6	23219317	23077115	22870976	17304838	65.13	255.4	76.7	90.09
PF0205-C	ERS032239	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1027912119	987189744	30894050	74	26.1	23214527	22990181	22643614	7176731	42.52	266.4	77.6	89.89
PF0206-C	ERS022955	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3075909265	3020312515	112251275	74	26	23218395	23113574	23010339	21693885	130.01	315.8	77.1	90.3
PF0207-C	ERS022956	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2282603918	2223673268	83363843	74	25.7	23250145	23141793	23029050	21303772	95.42	308.6	82.1	90.33
PF0208-C	ERS022751	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			12261009471	11754929346	756068524	74	24.5	23298314	23265132	23233513	22905439	453.51	292.8	181.3	89.98
PF0211-C	ERS022957	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3178199939	3020764664	114917242	74	25.6	23224265	23095938	23019262	22259699	129.6	310.9	83.5	90.06
PF0212-C	ERS022958	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1964672564	1817991014	79082612	74	25.9	23263678	23126222	23020242	21092828	77.96	285.3	85.4	90.21
PF0213-C	ERS022959	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2263151236	2069360986	94097215	74	25.9	23208098	23091024	22999261	21572178	88.9	298.4	80.9	90.11
PF0214-C	ERS022753	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			15463543394	14860973744	3955991128	74	25.1	23248058	23197405	23170646	23052993	528.59	256.6	91	89.52
PF0217-C	ERS017390	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3878258352	3432776448	380232009	75	24.1	23308794	23129105	22788262	19537993	145.09	343.3	42.9	89.99
PF0218-C	ERS022960	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2189920188	2147656338	93980964	74	25.7	23262491	23180893	23097458	21727059	91.9	297.6	79.2	90.36
PF0219-C	ERS017391	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			5233393445	4499066777	446683543	75	24.2	23303033	23202819	23016196	20767259	185.77	318.9	43.1	90.4
PF0221-C	ERS017392	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			3064755305	2885771961	177963210	75	24.7	23058816	22181434	21060446	15781065	120.7	327.7	43.9	86.04
PF0222-C	ERS022961	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			1407275315	1337689190	55921222	74	25.8	23206487	23033033	22885659	16178776	57.63	316	96	89.94
PF0223-C	ERS022962	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2239235096	2201185646	84033032	74	25.7	23315588	23285386	23240891	21807894	93.93	298	83.6	90.87
PF0225-C	ERS022963	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			2070607623	2039694648	81641234	74	26.2	23178328	23062583	22954748	20798581	87.71	300.7	85.7	90.03
PF0226-C	ERS032226	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			936143979	903337404	28064552	74	25.6	23300434	23205604	22978820	3872825	38.76	283.7	82.1	90.68
PF0228-C	ERS022754	1017	Population genetics of natural populations in Northern Ghana	Lucas Amenga-Etego	lucasmenga@gmail.com	Ghana	Kassena			7023417574	6897793174	360148407	74	25.5	23322082	23307388	23293695	23170769	292.87	283	79.4	90.99
